Country Name,Region,Image URL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
San Marino,Europe,https://public.flourish.studio/country-flags/svg/sm.svg,"7,529","7,895","8,278","8,677","9,079","9,488","9,897","10,314","10,719","11,098","11,445","12,022","12,551","13,051","13,558","14,107","14,698","15,347","16,033","16,714","17,352","17,953","18,516","19,054","19,557","20,049","20,525","20,982","21,213","21,461","21,735","22,045","22,373","22,838","23,286","23,720","24,126","24,499","24,863","25,230","25,619","26,027","26,413","26,777","27,179","27,618","28,055","28,480","28,914","29,343","29,785","30,232","30,692","31,130","31,533","31,885","32,177","32,422"
Sao Tome and Principe,Africa,https://public.flourish.studio/country-flags/svg/st.svg,"10,327","10,848","11,578","12,318","13,153","14,147","15,358","16,781","18,397","20,127","21,918","22,952","23,696","24,431","25,231","26,136","27,167","28,302","29,493","30,675","31,791","32,824","34,375","36,001","37,671","39,432","41,292","43,245","45,301","47,454","49,712","52,092","54,375","56,718","59,102","61,496","63,885","66,275","68,722","71,295","74,049","77,010","80,493","84,225","88,099","92,078","96,151","100,340","104,621","109,018","113,521","118,122","122,828","127,580","132,381","137,227","142,120","147,050"
Saudi Arabia,Asia,https://public.flourish.studio/country-flags/svg/sa.svg,"1,277,043","1,365,778","1,462,345","1,581,327","1,724,652","1,877,829","2,041,288","2,216,381","2,405,728","2,612,506","2,840,512","3,092,472","3,370,030","3,673,416","4,002,925","4,334,574","4,683,115","5,055,933","5,461,789","5,912,135","6,415,159","6,974,793","7,587,048","8,238,568","8,909,272","9,581,496","10,249,200","10,834,545","11,406,882","11,963,488","12,503,565","13,025,844","13,529,595","13,963,824","14,361,205","14,739,486","15,096,728","15,438,078","15,783,292","16,157,594","16,579,888","17,059,277","17,591,642","18,164,689","18,758,258","19,358,560","19,958,564","20,562,409","21,180,379","21,826,964","22,512,092","23,240,455","24,002,062","24,776,059","25,532,369","26,249,232","26,918,246","27,543,592"
Senegal,Africa,https://public.flourish.studio/country-flags/svg/sn.svg,"737,552","779,172","823,109","869,496","918,601","970,475","1,025,247","1,083,052","1,144,140","1,208,733","1,277,252","1,348,134","1,423,194","1,501,438","1,581,749","1,663,157","1,740,830","1,801,704","1,863,904","1,929,557","2,000,434","2,077,137","2,159,401","2,246,934","2,339,064","2,434,954","2,534,656","2,638,363","2,744,603","2,840,199","2,938,833","3,040,925","3,146,046","3,252,700","3,359,244","3,464,181","3,567,106","3,668,587","3,770,559","3,875,456","3,985,250","4,100,823","4,221,853","4,364,221","4,525,462","4,693,353","4,868,171","5,050,417","5,241,233","5,441,952","5,653,821","5,877,406","6,112,178","6,356,827","6,609,171","6,868,749","7,134,961","7,408,555"
Serbia,Europe,https://public.flourish.studio/country-flags/svg/rs.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,822,813","3,855,241","3,898,223","3,942,353","3,977,770","3,938,573","3,951,731","3,957,625","3,959,596","3,962,104","3,966,301","3,976,219","3,989,274","3,997,403","4,004,805","4,009,310","4,010,029","4,010,264","4,009,546","4,009,752","4,009,779","3,994,308","3,985,121","3,973,872","3,963,388","3,951,845","3,939,250","3,928,397"
Seychelles,Africa,https://public.flourish.studio/country-flags/svg/sc.svg,"11,540","12,316","13,118","13,949","14,819","15,733","16,693","17,693","18,736","19,818","20,940","22,062","23,421","24,621","25,937","27,432","28,905","30,449","30,700","30,955","31,229","31,603","31,779","31,731","31,910","32,160","32,351","33,744","33,860","34,065","34,246","34,731","34,930","35,718","36,750","37,376","38,024","38,583","39,471","40,396","40,917","41,126","42,595","42,320","42,382","42,813","43,966","44,460","45,755","46,241","47,880","46,973","47,790","49,055","50,219","51,754","52,859","53,922"
Sierra Leone,Africa,https://public.flourish.studio/country-flags/svg/sl.svg,"398,595","416,997","436,378","457,138","480,027","504,033","529,265","555,776","583,812","613,561","645,308","679,223","715,390","753,765","794,427","830,172","861,916","895,111","929,788","965,939","1,003,541","1,042,127","1,081,592","1,122,863","1,167,367","1,215,742","1,264,696","1,313,486","1,361,639","1,403,132","1,433,908","1,452,324","1,460,525","1,462,543","1,464,656","1,471,777","1,484,562","1,502,819","1,530,045","1,570,272","1,626,076","1,699,790","1,790,001","1,890,140","1,990,711","2,089,017","2,181,738","2,267,151","2,347,589","2,427,305","2,509,600","2,594,957","2,682,219","2,771,324","2,862,247","2,954,805","3,049,301","3,146,521"
Singapore,Asia,https://public.flourish.studio/country-flags/svg/sg.svg,"1,646,400","1,702,400","1,750,200","1,795,000","1,841,600","1,886,900","1,934,400","1,977,600","2,012,000","2,042,500","2,074,500","2,112,900","2,152,400","2,193,000","2,229,800","2,262,600","2,293,300","2,325,300","2,353,600","2,383,500","2,413,945","2,532,835","2,646,466","2,681,061","2,732,221","2,735,957","2,733,373","2,774,789","2,846,108","2,930,901","3,047,132","3,135,083","3,230,698","3,313,471","3,419,048","3,524,506","3,670,704","3,796,038","3,927,213","3,958,723","4,027,887","4,138,012","4,175,950","4,114,826","4,166,664","4,265,762","4,401,365","4,588,599","4,839,396","4,987,573","5,076,732","5,183,688","5,312,437","5,399,162","5,469,724","5,535,002","5,607,283","5,612,253"
Sint Maarten (Dutch part),Americas,https://public.flourish.studio/country-flags/svg/sx.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,240","31,084","30,519","30,600","30,777","31,472","32,488","33,011","33,441","33,811","33,964","34,238","34,056","33,435","34,640","36,607","37,685","38,824","39,969","41,109"
Slovak Republic,Europe,https://public.flourish.studio/country-flags/svg/sk.svg,"1,361,347","1,423,197","1,471,245","1,519,388","1,569,094","1,619,143","1,669,066","1,718,790","1,768,232","1,818,423","1,863,258","1,914,539","1,979,489","2,047,898","2,119,100","2,192,168","2,266,922","2,343,045","2,419,732","2,497,145","2,571,477","2,623,925","2,667,930","2,711,169","2,753,815","2,796,439","2,837,965","2,878,046","2,917,651","2,956,110","2,993,564","3,011,210","3,008,952","3,017,265","3,025,916","3,031,513","3,034,659","3,037,037","3,037,825","3,037,635","3,030,239","3,020,933","3,011,770","3,001,728","2,993,058","2,985,293","2,977,317","2,970,070","2,964,549","2,960,369","2,948,302","2,937,801","2,935,234","2,930,811","2,926,070","2,922,832","2,922,095","2,923,996"
Slovenia,Europe,https://public.flourish.studio/country-flags/svg/si.svg,"446,954","464,004","480,036","497,639","516,254","535,928","557,347","578,934","599,472","618,383","638,279","660,081","684,387","709,382","732,814","760,012","791,790","822,198","852,339","882,958","913,487","933,075","938,012","946,993","954,948","962,743","977,988","993,038","998,955","1,002,747","1,006,873","1,010,052","1,009,090","1,007,206","1,006,579","1,007,313","1,007,220","1,006,383","1,004,706","1,005,959","1,009,459","1,011,568","1,014,358","1,019,460","1,024,627","1,030,904","1,038,715","1,049,080","1,055,309","1,069,460","1,078,743","1,085,605","1,092,516","1,098,614","1,104,335","1,109,788","1,115,536","1,121,686"
Solomon Islands,Oceania,https://public.flourish.studio/country-flags/svg/sb.svg,"6,799","7,330","7,905","8,526","9,194","9,915","10,688","11,523","12,431","13,428","14,293","14,889","15,532","16,215","16,925","17,652","18,601","19,927","21,328","22,814","24,389","26,059","27,824","29,683","31,633","33,669","35,794","37,611","39,224","40,897","42,650","44,488","46,408","48,413","50,505","52,677","54,936","57,281","59,710","62,222","65,246","68,668","72,240","75,955","79,808","83,790","87,903","92,150","96,547","101,095","105,811","110,664","115,656","120,778","126,012","131,361","136,805","142,357"
Somalia,Africa,https://public.flourish.studio/country-flags/svg/so.svg,"477,110","501,894","528,046","555,575","583,809","612,583","644,078","678,630","714,552","749,175","781,156","806,885","828,271","856,413","907,964","989,404","1,104,452","1,255,066","1,422,265","1,578,125","1,701,893","1,784,702","1,832,247","1,856,324","1,876,195","1,906,231","1,951,399","2,009,074","2,075,714","2,139,312","2,193,905","2,237,303","2,273,447","2,309,409","2,356,107","2,421,263","2,508,596","2,615,954","2,738,197","2,867,038","2,996,046","3,123,296","3,250,860","3,418,738","3,594,397","3,779,948","3,976,496","3,797,719","4,094,190","4,407,473","4,738,122","5,085,937","5,304,370","5,530,951","5,767,267","6,014,570","6,273,573","6,544,353"
South Africa,Africa,https://public.flourish.studio/country-flags/svg/za.svg,"8,138,211","8,385,621","8,631,458","8,886,439","9,150,112","9,422,339","9,702,787","9,991,697","10,290,191","10,599,780","10,919,313","11,240,988","11,573,961","11,915,521","12,261,915","12,610,526","12,959,556","13,309,900","13,664,894","14,029,453","14,411,508","14,836,268","15,275,381","15,723,388","16,171,347","16,653,249","17,212,444","17,769,785","18,334,902","18,923,392","19,545,370","20,200,630","20,875,876","21,569,049","22,259,855","22,932,158","23,580,029","24,207,383","24,817,322","25,418,106","26,015,296","26,610,150","27,227,214","27,848,775","28,462,586","29,065,824","29,656,760","30,239,614","30,829,033","31,442,368","32,094,946","32,793,266","33,533,029","34,299,835","35,075,489","35,844,195","36,601,070","37,348,247"
South Sudan,Africa,https://public.flourish.studio/country-flags/svg/ss.svg,"258,517","263,081","267,850","272,884","278,126","283,610","289,374","295,354","301,622","308,148","314,907","321,982","329,312","336,988","344,946","353,283","361,831","370,541","379,762","389,817","400,838","412,972","425,846","450,252","492,649","536,540","582,212","629,558","677,293","723,169","765,824","802,975","835,044","858,010","855,444","866,589","894,411","937,392","991,176","1,049,024","1,105,876","1,159,989","1,213,040","1,267,102","1,325,693","1,390,997","1,463,889","1,542,855","1,626,144","1,711,805","1,798,000","1,884,138","1,970,762","2,058,335","2,147,759","2,240,020","2,335,091","2,432,898"
Spain,Europe,https://public.flourish.studio/country-flags/svg/es.svg,"17,227,480","17,614,512","18,089,104","18,560,792","19,059,712","19,580,951","20,096,611","20,660,198","21,248,036","21,772,801","22,330,440","22,878,387","23,372,204","23,870,859","24,372,582","24,876,771","25,379,947","25,880,544","26,368,356","26,838,008","27,289,444","27,669,147","27,925,417","28,151,118","28,357,570","28,549,379","28,723,937","28,887,112","29,036,437","29,169,746","29,286,916","29,430,524","29,607,126","29,793,326","29,967,941","30,133,075","30,291,556","30,451,227","30,610,090","30,767,125","30,937,864","31,186,430","31,708,814","32,390,830","33,059,302","33,727,737","34,408,810","35,159,317","35,833,174","36,260,460","36,535,850","36,773,882","36,904,876","36,891,840","36,890,017","36,971,015","37,112,875","37,294,880"
Sri Lanka,Asia,https://public.flourish.studio/country-flags/svg/lk.svg,"1,622,476","1,677,724","1,734,302","1,792,676","1,846,015","1,901,063","1,958,274","2,017,241","2,077,383","2,137,619","2,197,243","2,255,986","2,313,885","2,371,593","2,429,817","2,489,271","2,550,052","2,611,866","2,674,287","2,736,484","2,797,722","2,852,459","2,892,769","2,932,105","2,971,590","3,011,545","3,052,272","3,093,521","3,134,347","3,174,208","3,212,062","3,248,340","3,282,727","3,314,814","3,343,308","3,368,054","3,388,186","3,404,666","3,419,052","3,434,368","3,452,120","3,473,382","3,497,191","3,522,934","3,548,855","3,573,580","3,597,277","3,619,827","3,641,511","3,662,097","3,681,352","3,699,568","3,716,533","3,746,058","3,784,061","3,827,553","3,882,481","3,942,265"
St. Kitts and Nevis,Americas,https://public.flourish.studio/country-flags/svg/kn.svg,"14,152","14,472","14,731","14,928","15,077","15,185","15,243","15,254","15,256","15,284","15,324","15,269","15,290","15,365","15,449","15,509","15,543","15,549","15,543","15,533","15,505","15,366","15,234","15,102","14,959","14,807","14,642","14,468","14,310","14,190","14,132","14,139","14,180","14,267","14,366","14,461","14,541","14,618","14,692","14,776","14,873","14,992","15,137","15,286","15,432","15,569","15,691","15,803","15,906","16,010","16,114","16,217","16,336","16,463","16,597","16,735","16,879","17,031"
St. Lucia,Americas,https://public.flourish.studio/country-flags/svg/lc.svg,"19,292","19,725","20,198","20,710","21,254","21,822","22,420","23,043","23,679","24,304","24,902","25,464","25,995","26,519","27,066","27,662","28,319","29,031","29,780","30,547","31,314","32,066","32,817","33,587","34,407","35,300","36,277","37,329","38,423","39,510","40,556","41,447","41,682","41,874","42,071","42,297","42,563","42,857","43,149","43,403","43,591","43,535","42,064","40,591","39,156","37,793","36,502","35,271","34,066","32,858","31,841","32,072","32,257","32,429","32,606","32,810","33,036","33,286"
St. Martin (French part),Americas,https://public.flourish.studio/country-flags/svg/mf.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,Americas,https://public.flourish.studio/country-flags/svg/vc.svg,"21,001","21,681","22,342","22,989","23,633","24,288","24,953","25,628","26,315","27,022","27,753","28,513","29,299","30,108","30,931","31,767","32,613","33,465","34,324","35,188","36,051","36,911","37,767","38,619","39,474","40,330","41,193","42,059","42,913","43,736","44,517","45,227","45,692","46,115","46,518","46,903","47,273","47,630","47,983","48,355","48,755","49,186","49,654","50,148","50,649","51,144","51,635","52,118","52,596","53,063","53,522","53,966","54,395","54,828","55,289","55,783","56,327","56,909"
Sudan,Africa,https://public.flourish.studio/country-flags/svg/sd.svg,"810,731","872,668","939,444","1,011,469","1,089,192","1,172,825","1,262,982","1,360,216","1,464,966","1,577,575","1,698,845","1,829,017","1,968,957","2,104,071","2,199,226","2,300,463","2,407,884","2,521,418","2,640,882","2,765,735","2,895,546","3,030,399","3,170,953","3,366,677","3,648,614","3,947,501","4,262,608","4,595,231","4,951,277","5,338,264","5,764,225","6,234,658","6,749,810","7,240,120","7,513,116","7,768,874","8,001,974","8,216,978","8,422,547","8,631,857","8,855,061","9,095,540","9,349,825","9,612,013","9,873,047","10,126,743","10,371,226","10,609,975","10,848,620","11,102,349","11,377,971","11,678,010","12,001,289","12,347,302","12,713,526","13,099,286","13,504,692","13,931,306"
Suriname,Americas,https://public.flourish.studio/country-flags/svg/sr.svg,"137,038","141,034","145,000","148,998","152,910","156,304","159,913","163,604","166,959","169,410","170,593","170,348","173,631","180,809","187,738","194,923","202,595","210,654","219,032","227,425","235,660","236,288","237,021","238,117","239,931","242,696","246,501","251,228","256,584","262,195","267,734","273,129","278,406","283,516","288,453","293,195","297,699","301,946","306,000","309,955","313,875","317,778","321,664","325,542","329,434","332,707","335,944","339,193","342,465","345,753","349,038","352,316","355,588","358,836","362,120","365,427","368,746","372,076"
Sweden,Europe,https://public.flourish.studio/country-flags/svg/se.svg,"5,425,627","5,511,783","5,616,067","5,720,204","5,834,351","5,959,398","6,083,367","6,194,186","6,291,760","6,397,326","6,517,403","6,605,244","6,651,027","6,688,293","6,733,350","6,777,603","6,808,217","6,838,299","6,864,113","6,885,080","6,904,971","6,914,338","6,918,294","6,921,426","6,927,719","6,939,171","6,955,328","6,978,575","7,010,722","7,057,653","7,112,392","7,170,001","7,225,787","7,281,393","7,346,937","7,399,093","7,418,835","7,425,561","7,432,163","7,440,437","7,454,878","7,478,923","7,508,835","7,542,470","7,577,769","7,613,645","7,666,670","7,738,188","7,813,274","7,894,625","7,976,659","8,059,895","8,150,488","8,250,182","8,362,604","8,481,489","8,618,398","8,773,636"
Switzerland,Europe,https://public.flourish.studio/country-flags/svg/ch.svg,"3,778,708","3,871,554","3,987,452","4,090,405","4,175,596","4,241,081","4,302,743","4,373,584","4,446,360","4,513,988","4,564,145","4,597,418","4,635,987","4,673,744","4,702,405","4,703,772","4,680,366","4,667,917","4,671,729","4,684,518","4,706,505","4,731,625","4,755,517","4,772,101","4,785,404","4,802,758","4,823,914","4,850,382","4,882,139","4,917,784","4,964,515","5,023,076","5,075,050","5,117,803","5,154,986","5,185,748","5,204,882","5,213,607","5,225,282","5,246,404","5,272,018","5,304,905","5,347,082","5,388,808","5,427,827","5,464,643","5,500,991","5,552,336","5,625,324","5,697,988","5,759,681","5,825,978","5,889,928","5,959,745","6,034,707","6,105,617","6,174,416","6,244,619"
Syrian Arab Republic,Asia,https://public.flourish.studio/country-flags/svg/sy.svg,"1,683,373","1,765,942","1,854,806","1,948,106","2,046,280","2,149,577","2,258,339","2,372,750","2,493,121","2,619,593","2,752,642","2,874,816","2,997,366","3,125,158","3,257,984","3,395,668","3,537,997","3,685,168","3,838,754","4,000,336","4,171,386","4,352,356","4,533,108","4,718,567","4,908,137","5,099,736","5,292,945","5,488,087","5,685,507","5,885,955","6,090,036","6,297,270","6,507,431","6,721,723","6,941,927","7,187,665","7,447,436","7,716,370","7,989,892","8,260,780","8,524,943","8,771,436","9,002,248","9,238,624","9,511,772","9,839,208","10,241,703","10,702,039","11,153,587","11,503,046","11,686,472","11,387,567","10,936,306","10,405,544","9,889,591","9,773,668","9,737,730","9,774,379"
Tajikistan,Asia,https://public.flourish.studio/country-flags/svg/tj.svg,"692,229","724,602","759,424","796,337","834,877","874,565","915,356","957,338","1,000,445","1,044,551","1,080,496","1,105,675","1,130,540","1,155,329","1,180,068","1,205,003","1,230,092","1,255,490","1,281,456","1,309,151","1,339,127","1,370,201","1,402,140","1,435,469","1,470,752","1,508,134","1,548,022","1,589,688","1,630,862","1,659,833","1,672,723","1,679,082","1,679,893","1,676,668","1,671,063","1,664,676","1,657,643","1,650,086","1,642,717","1,636,343","1,647,356","1,676,878","1,708,960","1,743,333","1,779,440","1,817,042","1,855,988","1,896,383","1,938,247","1,981,642","2,026,560","2,072,868","2,122,289","2,174,398","2,229,090","2,286,080","2,345,422","2,407,157"
Tanzania,Africa,https://public.flourish.studio/country-flags/svg/tz.svg,"528,509","559,541","592,636","627,777","665,038","704,517","746,292","790,637","870,061","964,069","1,068,306","1,184,203","1,312,559","1,454,157","1,610,103","1,781,164","1,968,806","2,173,667","2,397,905","2,560,919","2,719,334","2,886,940","3,065,089","3,253,365","3,452,356","3,661,410","3,881,163","4,111,940","4,356,633","4,578,236","4,807,792","5,054,588","5,317,625","5,592,427","5,873,136","6,154,842","6,435,980","6,718,378","7,006,325","7,306,494","7,624,779","7,962,433","8,320,222","8,771,267","9,265,294","9,791,550","10,352,972","10,950,894","11,586,014","12,255,418","12,960,158","13,699,468","14,476,048","15,290,226","16,142,664","17,035,226","17,968,160","18,942,681"
Thailand,Asia,https://public.flourish.studio/country-flags/svg/th.svg,"5,389,572","5,583,030","5,784,218","5,993,408","6,210,236","6,434,888","6,666,679","6,905,677","7,151,627","7,404,684","7,704,889","8,140,439","8,595,982","9,068,848","9,557,359","10,057,938","10,571,204","11,095,119","11,631,125","12,179,518","12,695,002","13,074,811","13,453,985","13,835,833","14,224,401","14,621,051","15,030,328","15,448,930","15,868,017","16,273,759","16,648,929","16,944,479","17,214,288","17,470,946","17,732,347","18,011,734","18,315,522","18,637,623","18,968,883","19,295,747","19,760,004","20,682,080","21,614,441","22,556,146","23,510,657","24,476,323","25,456,179","26,445,148","27,444,802","28,453,553","29,475,095","30,184,618","30,831,696","31,477,326","32,116,885","32,745,556","33,362,995","33,966,456"
Timor-Leste,Asia,https://public.flourish.studio/country-flags/svg/tl.svg,"50,450","52,121","54,458","56,918","59,511","62,239","65,063","67,976","71,044","74,358","77,976","82,045","86,504","90,895","94,565","97,041","97,954","97,488","96,400","95,870","96,848","99,779","104,512","110,613","117,257","123,805","130,015","136,064","142,230","148,995","156,718","164,843","173,491","182,286","190,175","196,372","200,348","202,433","203,848","206,408","211,478","219,732","230,762","243,509","256,251","267,307","276,563","284,444","291,607","299,094","307,712","317,720","328,844","340,849","353,329","365,964","378,698","391,641"
Togo,Africa,https://public.flourish.studio/country-flags/svg/tg.svg,"159,600","174,769","191,015","209,045","230,147","255,440","286,062","322,364","363,861","408,976","450,183","472,147","492,872","512,679","532,384","552,643","573,429","594,659","617,270","642,423","671,041","703,572","740,164","780,104","821,769","864,060","906,940","950,578","994,630","1,038,672","1,082,648","1,126,053","1,169,151","1,213,299","1,260,543","1,312,339","1,369,567","1,431,830","1,498,036","1,566,424","1,635,599","1,705,082","1,775,470","1,847,364","1,921,834","1,999,658","2,081,114","2,166,016","2,254,416","2,345,946","2,440,753","2,540,265","2,644,056","2,751,046","2,861,132","2,974,138","3,090,318","3,209,687"
Tonga,Oceania,https://public.flourish.studio/country-flags/svg/to.svg,"10,812","11,429","12,133","12,905","13,704","14,500","15,285","15,887","16,322","16,706","17,032","17,289","17,483","17,639","17,791","17,967","18,178","18,514","18,930","19,323","19,675","19,974","20,229","20,459","20,685","20,921","21,179","21,339","21,434","21,522","21,604","21,675","21,743","21,807","21,881","21,967","22,066","22,176","22,297","22,430","22,571","22,721","22,881","23,049","23,221","23,396","23,576","23,774","23,981","24,176","24,357","24,516","24,595","24,628","24,677","24,756","24,876","25,027"
Trinidad and Tobago,Americas,https://public.flourish.studio/country-flags/svg/tt.svg,"289,798","302,911","315,611","327,876","339,749","351,262","362,368","373,086","383,793","394,975","407,108","420,409","434,848","450,214","466,162","482,390","498,788","515,410","532,434","550,094","567,442","578,489","590,035","601,642","612,761","622,992","632,153","640,330","647,714","654,641","661,341","667,938","674,319","680,367","685,887","690,753","694,919","698,491","701,834","705,378","708,866","708,945","709,583","710,633","711,795","712,886","713,849","714,725","715,589","716,489","717,506","718,596","720,044","721,717","723,475","725,187","726,842","728,443"
Tunisia,Africa,https://public.flourish.studio/country-flags/svg/tn.svg,"1,566,559","1,607,538","1,652,015","1,699,968","1,751,298","1,805,590","1,865,978","1,944,133","2,026,350","2,111,834","2,200,362","2,291,761","2,386,374","2,484,247","2,585,973","2,689,900","2,785,901","2,885,281","2,989,612","3,100,869","3,220,318","3,348,696","3,485,498","3,628,473","3,778,593","3,942,025","4,105,358","4,268,509","4,432,733","4,599,578","4,770,577","4,945,894","5,124,253","5,302,734","5,470,510","5,602,725","5,726,710","5,842,761","5,951,656","6,054,487","6,152,395","6,245,039","6,333,095","6,419,541","6,506,432","6,590,556","6,680,916","6,777,068","6,878,521","6,983,973","7,092,259","7,203,511","7,317,800","7,434,276","7,552,449","7,672,403","7,793,664","7,915,883"
Turkey,Asia,https://public.flourish.studio/country-flags/svg/tr.svg,"8,657,905","9,025,020","9,398,918","9,785,801","10,186,257","10,601,117","11,084,941","11,613,794","12,164,205","12,737,046","13,334,592","13,911,375","14,488,541","15,085,598","15,701,103","16,333,821","16,914,559","17,474,294","18,048,164","18,640,045","19,252,658","20,329,788","21,630,537","22,977,479","24,362,096","25,769,739","27,034,294","28,238,856","29,455,629","30,682,086","31,923,263","32,891,157","33,738,104","34,589,934","35,453,749","36,333,494","37,230,423","38,142,741","39,068,789","40,002,789","40,942,287","41,942,709","42,977,478","44,014,467","45,046,031","46,065,671","47,068,551","48,059,010","49,062,187","50,109,357","51,225,537","52,415,819","53,670,916","54,969,310","56,291,672","57,616,413","58,945,742","60,271,313"
Turkmenistan,Asia,https://public.flourish.studio/country-flags/svg/tm.svg,"744,104","772,084","801,130","831,015","861,411","892,152","923,050","954,179","985,654","1,017,793","1,048,854","1,078,316","1,108,345","1,138,841","1,169,763","1,200,986","1,232,635","1,264,696","1,296,997","1,327,124","1,354,344","1,381,270","1,408,002","1,434,987","1,462,667","1,491,470","1,521,171","1,551,591","1,583,328","1,619,378","1,660,548","1,704,754","1,751,186","1,797,596","1,840,848","1,884,860","1,930,077","1,970,297","2,006,587","2,040,531","2,073,491","2,105,730","2,137,289","2,168,970","2,201,755","2,237,154","2,275,564","2,317,260","2,362,651","2,412,430","2,466,839","2,526,235","2,590,460","2,658,507","2,728,802","2,800,284","2,872,495","2,945,428"
Turks and Caicos Islands,Americas,https://public.flourish.studio/country-flags/svg/tc.svg,"2,730","2,767","2,787","2,796","2,801","2,802","2,800","2,799","2,803","2,828","2,879","2,964","3,072","3,202","3,342","3,475","3,594","3,708","3,826","3,968","4,155","4,507","4,900","5,330","5,774","6,221","6,650","7,075","7,512","8,011","8,588","9,220","9,946","10,729","11,515","12,255","12,921","13,535","14,174","14,952","15,957","17,230","18,700","20,275","21,821","23,207","24,403","25,431","26,325","27,151","27,965","28,770","29,541","30,288","30,990","31,659","32,288","32,900"
Tuvalu,Oceania,https://public.flourish.studio/country-flags/svg/tv.svg,970,"1,027","1,087","1,150","1,215","1,281","1,347","1,412","1,478","1,543","1,613","1,682","1,753","1,827","1,904","1,978","2,057","2,137","2,221","2,307","2,401","2,501","2,613","2,728","2,842","2,963","3,105","3,242","3,380","3,520","3,661","3,801","3,894","3,951","4,003","4,058","4,108","4,155","4,206","4,262","4,335","4,416","4,513","4,655","4,816","4,983","5,142","5,300","5,456","5,615","5,771","5,931","6,093","6,255","6,412","6,571","6,730","6,886"
UAE,Asia,https://public.flourish.studio/country-flags/svg/ae.svg,"68,086","75,185","84,633","95,547","106,555","116,866","125,990","134,987","146,189","162,648","187,928","222,489","265,542","316,945","376,148","442,351","516,927","599,287","684,443","766,487","841,308","904,376","957,179","1,005,543","1,055,125","1,110,115","1,172,239","1,240,490","1,313,734","1,390,716","1,470,486","1,554,469","1,643,437","1,735,329","1,827,250","1,917,891","2,018,071","2,131,334","2,252,863","2,384,852","2,531,386","2,682,611","2,843,208","3,048,627","3,346,830","3,767,239","4,332,435","5,017,966","5,748,932","6,419,991","6,954,570","7,321,564","7,543,045","7,661,268","7,744,253","7,842,857","7,968,622","8,107,437"
Uganda,Africa,https://public.flourish.studio/country-flags/svg/ug.svg,"299,835","323,496","349,411","377,741","408,457","441,513","477,415","516,042","557,486","601,265","629,486","654,863","680,408","706,360","733,463","762,231","792,933","825,558","859,900","895,854","945,482","1,012,953","1,085,452","1,163,377","1,248,062","1,340,459","1,441,346","1,551,021","1,669,674","1,796,635","1,931,533","2,066,352","2,199,176","2,338,687","2,485,468","2,639,890","2,802,072","2,972,455","3,153,191","3,346,424","3,554,447","3,778,192","4,018,702","4,276,212","4,550,722","4,841,052","5,149,203","5,475,391","5,821,091","6,186,678","6,573,770","6,982,934","7,415,300","7,870,510","8,350,721","8,855,958","9,386,237","9,942,492"
UK,Europe,https://public.flourish.studio/country-flags/svg/gb.svg,"41,104,656","41,381,472","41,661,202","41,900,114","42,098,400","42,294,196","42,452,048","42,603,817","42,733,856","42,833,742","42,925,829","43,056,861","43,295,638","43,470,962","43,590,038","43,677,888","43,757,644","43,833,733","43,925,435","44,054,299","44,195,960","44,271,630","44,228,171","44,215,089","44,257,473","44,329,755","44,404,206","44,470,325","44,540,723","44,628,280","44,733,264","44,855,736","45,011,752","45,154,426","45,304,828","45,459,651","45,610,451","45,762,480","45,931,122","46,119,137","46,319,551","46,557,334","46,930,583","47,323,791","47,767,769","48,269,624","48,798,541","49,351,705","49,913,475","50,463,084","51,030,310","51,600,299","52,130,415","52,650,556","53,218,629","53,813,373","54,369,540","54,892,898"
Ukraine,Europe,https://public.flourish.studio/country-flags/svg/ua.svg,"19,962,473","20,539,872","21,128,369","21,720,462","22,307,575","22,924,717","23,525,932","24,111,725","24,688,197","25,262,835","25,818,142","26,350,427","26,888,456","27,426,232","27,958,605","28,469,885","28,968,286","29,454,273","29,931,076","30,388,565","30,827,259","31,287,683","31,693,551","32,110,163","32,533,314","32,933,625","33,344,880","33,766,182","34,209,429","34,541,910","34,641,542","34,734,234","34,854,630","34,894,325","34,741,407","34,487,999","34,203,211","33,912,723","33,630,036","33,333,798","33,019,123","32,707,281","32,432,088","32,238,838","32,075,858","31,932,581","31,801,166","31,694,727","31,605,915","31,547,432","31,465,465","31,395,063","31,359,984","31,330,962","31,223,156","31,183,824","31,122,512","31,043,784"
